abstract,access_type,article_number,authors,citing_paper_count,conference_dates,conference_location,content_type,doi,download_count,eisbn,eissn,end_page,html_url,index_terms,is_open_access,isbn,issn,issue,pdf_url,publication_date,publication_title,publication_year,publisher,start_page,title,volume
"The Middle East and Africa (MEA) region presents a unique set of needs and opportunities for [::generative::] [::artificial::] [::intelligence::] (AI), driven by economic diversification, digital transformation, and social challenges. Key sectors such as health care, education, finance, and governance require AI-driven solutions tailored to linguistic, cultural, and infrastructural nuances. In the...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11218253,Sudhir K. Routray; Sasmita Mohanty,0,,,IEEE Magazines,10.1109/MITP.2025.3614987,0,,,51,,,False,,,5,,Sept.-Oct. 2025,IT Professional,2025,IEEE,46,Artificial Intelligence in the Middle East and Africa: Needs and Requirements,27
"Cardiovascular diseases (CVDs) remain the leading cause of mortality worldwide, stimulating ongoing research into innovative approaches for their prevention, diagnosis, and management. Sensor technologies play a crucial role in this scenario, enabling accurate and continuous monitoring of cardiac related electrical, mechanical and pulsatile activities both in clinical environments and in everyday ...","{'type': 'open-access', 'message': 'Open Access'}",11207134,Emanuele Maiorana; Patrizio Campisi; Emiliano Schena; Carlo Massaroni,0,,,IEEE Early Access Articles,10.1109/SR.2025.3623069,0,,,13,,,False,,,99,,,IEEE Sensors Reviews,2025,IEEE,1,Combining Wearable Sensors and Artificial Intelligence in Cardiovascular Medicine,PP
"The emergence of Large Language Models (LLMs) is currently creating a major paradigm shift in societies and businesses in the way digital technologies are used. While the disruptive effect is especially observable in the information and communication technology field, there is a clear lack of systematic studies focusing on the application and impact of LLMs in cybersecurity holistically. This arti...","{'type': 'open-access', 'message': 'Open Access'}",10767242,Ismayil Hasanov; Seppo Virtanen; Antti Hakkala; Jouni Isoaho,0,,,IEEE Journals,10.1109/ACCESS.2024.3505983,5925,,,176778,,,False,,,,,2024,IEEE Access,2024,IEEE,176751,Application of Large Language Models in Cybersecurity: A Systematic Literature Review,12
"This paper explores the growing influence of [::Artificial::] [::Intelligence::] (AI) within the news media landscape. It highlights how AI has infiltrated news organizations, subtly shaping news production and dissemination processes. The paper examines various AI applications currently used in newsrooms, including. The paper acknowledges both the benefits and challenges of AI in news media. Whil...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10776160,Sawsan Taha; Rahima Aissani; Rania Abdallah,0,,,IEEE Conferences,10.1109/ICCNS62192.2024.10776160,183,,,227,,,False,,,,,24-27 Sept. 2024,"2024 International Conference on Intelligent Computing, Communication, Networking and Services (ICCNS)",2024,IEEE,220,AI Applications for News,
"The evolution of [::artificial::] [::intelligence::] (AI) has profoundly reshaped human-AI interactions, transitioning from rule-based systems to advanced machine learning algorithms capable of nuanced tasks. This paper introduces a novel architecture for embodied AI in human-robot interaction (HRI), designed to foster meaningful, long-term relationships. Central to the approach is the integration...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10973813,Frank Chang; Damith Herath,0,,,IEEE Conferences,10.1109/HRI61500.2025.10973813,192,,,1273,,,False,,,,,4-6 March 2025,2025 20th ACM/IEEE International Conference on Human-Robot Interaction (HRI),2025,IEEE,1269,"From Interaction to Relationship: The Role of Memory, Learning, and Emotional Intelligence in AI-Embodied Human Engagement",
"Introduction: AI tools can aid most of the processes in higher education, providing immediate and personalized feedback, improve research and innovation strategies, preparing our students for the future job market, by strengthening both disciplinary and soft competencies. Healthcare professionals require training in critical thinking as it drives most of the decisions made in patient care. The obj...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11024693,Nancy De Los Angeles Segura-Azuara; Fernando De Jesus Garza-Arriaga; Jose Guillermo Guzman-Segura,0,,,IEEE Conferences,10.1109/IFE63672.2025.11024693,31,,,8,,,False,,,,,28-30 Jan. 2025,2025 Institute for the Future of Education Conference (IFE),2025,IEEE,1,Enhanced Learning with Artificial Intelligence: A Comparative Study in Medical Students,
"[::Generative::] [::Artificial::] [::Intelligence::] (GAI) is transforming various fields, including finance, education, marketing, and healthcare. Especially in healthcare, GAI has the potential to revolutionize various aspects, such as medical imaging, drug development, patient care, and treatment planning. Key stakeholders who stand to benefit from these advancements include hospitals, clinics,...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10155107,Murat Kuzlu; Zhenxin Xiao; Salih Sarp; Ferhat Ozgur Catak; Necip Gurler; Ozgur Guler,0,,,IEEE Conferences,10.1109/MECO58584.2023.10155107,2656,,,4,,,False,,,,,6-10 June 2023,2023 12th Mediterranean Conference on Embedded Computing (MECO),2023,IEEE,1,The Rise of Generative Artificial Intelligence in Healthcare,
"In an era where artistry meets technology, the realm of sculpting is undergoing a revolutionary transformation. This paper delves into the integration of digital tools such as Maxon ZBrush and Autodesk Maya with traditional sculpting methods, examining how this combination enhances precision, speed, and artistic flexibility. These digital tools, once solely complementary, are now pivotal in pushin...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10847575,Prem Kumar,0,,,IEEE Conferences,10.1109/CICN63059.2024.10847575,52,,,1161,,,False,,,,,22-23 Dec. 2024,2024 IEEE 16th International Conference on Computational [::Intelligence::] and Communication Networks (CICN),2024,IEEE,1157,Sculpting with Algorithms: A Computational Approach to Analyzing Digital and Traditional Methods,
"In the Internet of Things era, the Internet demands extremely high-speed communication and data transformation. To this end, the tactile Internet has been proposed as a medium that provides the sense of touch ability, facilitating data transferability with extra-low latency in various applications ranging from industry, robotics, and healthcare to road traffic, education, and culture. Here, progra...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10659323,Enkeleda Bardhi; Mauro Conti; Riccardo Lazzeretti,0,,,IEEE Magazines,10.1109/MNET.2024.3451330,265,,,152,,,False,,,6,,Nov. 2024,IEEE Network,2024,IEEE,146,Is AI a Trick or T(h)reat for Securing Programmable Data Planes?,38
"A chatbot is equally vital if its purpose and objective are known. Chatbots are commonly used in marketing, sales, and customer service. [::Artificial::] [::Intelligence::] has been with us since the first half of the twentieth century. Due to hardware limitations at that time, computers could not execute and store commands. Because of the fast pace of technology, both storing and executing flouri...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10840388,Mary Jane C. Samonte; Ermelie C. Lising,0,,,IEEE Conferences,10.1109/ICSTE63875.2024.00032,92,,,148,,,False,,,,,16-18 Aug. 2024,2024 14th International Conference on Software Technology and Engineering (ICSTE),2024,IEEE,144,Design Analysis in Improving Customer Relations Using Conversational Artificial Intelligence,
"[::Artificial::] [::intelligence::] (AI) and machine learning (ML) have come a long way from the earlier days of conceptual theories, to being an integral part of today’s technological society. Rapid growth of AI/ML and their penetration within a plethora of civilian and military applications, while successful, has also opened new challenges and obstacles. With almost no human involvement required...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9645355,Atul Rawal; James McCoy; Danda B. Rawat; Brian M. Sadler; Robert St. Amant,0,,,IEEE Journals,10.1109/TAI.2021.3133846,6236,,,866,,,False,,,6,,Dec. 2022,IEEE Transactions on [::Artificial::] [::Intelligence::],2022,IEEE,852,"Recent Advances in Trustworthy Explainable Artificial Intelligence: Status, Challenges, and Perspectives",3
"Nowadays, IoT devices have a remarkable place in daily life activities. Because of their wide application scope, cyber-attacks have started to increase as causing a critical issue in terms of data security. Because of this, some analyses within IoT network environments should be done for prevention and detection purposes. At this point, it is also important to train users to establish an awareness...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10778718,Zehra Hatipoglu; Busra Yaman; Sedanur Ceylan; Utku Kose,0,,,IEEE Conferences,10.1109/CARS61786.2024.10778718,128,,,6,,,False,,,,,28-29 Oct. 2024,2024 Cyber Awareness and Research Symposium (CARS),2024,IEEE,1,Cyber Security Training with Generative Artificial Intelligence Supported Web Platform Using IoT Cyber Threat Scenarios,
"The integration of more sensory and actuation components to the Smart Grid produces high volume of data. Consequently, this big data stretches the transmission, processing, and storage capabilities of the Smart Grid infrastructures. The vulnerability of advanced metering infrastructures (AMIs) is on the rise, as more devices are connected to the Internet these days. The aforementioned realities ha...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",9428792,Reginald E. Ogu; Charles I. Ikerionwu; Ikechukwu I. Ayogu,0,,,IEEE Conferences,10.1109/CYBERNIGERIA51635.2021.9428792,299,,,20,,,False,,,,,23-25 Feb. 2021,2020 IEEE 2nd International Conference on Cyberspac (CYBER NIGERIA),2021,IEEE,16,Leveraging Artificial Intelligence of Things for Anomaly Detection in Advanced Metering Infrastructures,
"Computational thinking has been globally recognized as a necessary skill in the &#34;[::Artificial::] [::Intelligence::] Era&#34;. With the popularization of programming and computational thinking education, how to effectively assess students&#39; computational thinking skills in the context of AI has attracted the attention of researchers. Therefore, this study used a collaborative approach between teachers ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11092264,Chao Gong; Jun Zhao; Shujuan Gan; Xiaojun Xia,0,,,IEEE Conferences,10.1109/CSTE64638.2025.11092264,23,,,870,,,False,,,,,18-20 April 2025,2025 7th International Conference on Computer Science and Technologies in Education (CSTE),2025,IEEE,866,Development and Validation Study of Computational Thinking Test for Elementary and Middle School Students in Artificial Intelligence Contexts,
"This study addresses the limitations of traditional prescribed meal plans, which lack personalization and often prove monotonous and challenging for patients to follow. We propose a novel approach employing [::generative::] [::artificial::] [::intelligence::] in the context of a learning health system, with an emphasis on inpatient clinical dietetics. The system incorporates two key models: the Me...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10628741,Leon Kopitar; Gregor Stiglic; Leon Bedrac; Jiang Bian,0,,,IEEE Conferences,10.1109/ICHI61247.2024.00049,382,,,331,,,False,,,,,3-6 June 2024,2024 IEEE 12th International Conference on Healthcare Informatics (ICHI),2024,IEEE,326,Personalized Meal Planning in Inpatient Clinical Dietetics Using Generative Artificial Intelligence: System Description,
"[::Artificial::] [::intelligence::] (AI), including large language models and [::generative::] AI, is emerging as a significant force in software development, offering developers powerful tools that span the entire development lifecycle. Although software engineering research has extensively studied AI tools in software development, the specific types of interactions between developers and these A...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11052817,Christoph Treude; Marco A. Gerosa,0,,,IEEE Conferences,10.1109/Forge66646.2025.00033,265,,,240,,,False,,,,,27-28 April 2025,2025 IEEE/ACM Second International Conference on AI Foundation Models and Software Engineering (Forge),2025,IEEE,236,How Developers Interact with AI: A Taxonomy of Human-AI Collaboration in Software Engineering,
"[::Generative::] [::Artificial::] [::Intelligence::] (GAI) has the potential to improve learning outcomes, which has aroused great interest in the field of education. However, few studies have explored the relationship between learning motivation, GAI technology acceptance, and learning outcomes. A total of 313 pre-service teachers were recruited at N Normal University in China. Questionnaire meth...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11113583,Qin Yang; Guoqing Lu; Shen Ba; Lixuan Cui; Lu Wang,0,,,IEEE Conferences,10.1109/ISET65607.2025.00015,10,,,31,,,False,,,,,22-25 July 2025,2025 International Symposium on Educational Technology (ISET),2025,IEEE,27,Exploring the Effect of Academic Motivation on Learning Outcomes: the Mediating Role of GAI Technology Acceptance,
"[::Generative::] [::artificial::] [::intelligence::] (AI) has gained prominence, particularly in the field of radiological image data. This study investigates current trends and prospects of [::generative::] AI in X-ray, CT, MRI, and PET imaging. Emphasizing the importance of data quantity and quality, we ensure reliable and useful outputs. Given the significance of ethical dimensions in [::genera...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10392804,Ji-Won Han; Yeon-Joon Lee,0,,,IEEE Conferences,10.1109/ICTC58733.2023.10392804,481,,,147,,,False,,,,,11-13 Oct. 2023,2023 14th International Conference on Information and Communication Technology Convergence (ICTC),2023,IEEE,143,Generative AI for Radiological Image Data: Current Trends and Outlook,
"In recent years, [::Generative::] [::Artificial::] [::Intelligence::] (AI) and ChatGPT ([::Generative::] Pre-trained Transformer) models that are capable of generating realistic human-mimicked languages have gained progressive popularity. With the evolution of technology, there has been a significant increase in the availability and usage of [::artificial::] [::intelligence::] tools, such as ChatG...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10375472,Rajesh Pasupuleti; Ravi Vadapalli; Christopher Mader,0,,,IEEE Conferences,10.1109/SNAMS60348.2023.10375472,1792,,,5,,,False,,,,,21-24 Nov. 2023,"2023 Tenth International Conference on Social Networks Analysis, Management and Security (SNAMS)",2023,IEEE,1,Cyber Security Issues and Challenges Related to Generative AI and ChatGPT,
[::Artificial::] [::Intelligence::] (AI) is an emerging technology that finds its application in various industries. Integration of AI in Unmanned Aerial Vehicles (UAVs) can lead to tremendous growth in the field of UAVs by improving flight safety and efficiency. Machine learning algorithms can enable UAVs to make real-time decisions in complex environments and reach the optimal solution that aims...,"{'type': 'open-access', 'message': 'Open Access'}",10254249,Siva Sai; Akshat Garg; Kartik Jhawar; Vinay Chamola; Biplab Sikdar,0,,,IEEE Journals,10.1109/OJVT.2023.3316181,5615,,,738,,,False,,,,,2023,IEEE Open Journal of Vehicular Technology,2023,IEEE,713,A Comprehensive Survey on Artificial Intelligence for Unmanned Aerial Vehicles,4
"Human-on-chip technology heralds a transformative paradigm in biomedical frontiers, furnishing diminutive replicas of human organs and tissues on microscale substrates. These platforms offer an unprecedented avenue for scrutinizing human physiology, diseases, and pharmacological responses with heightened precision, efficiency, and ethical consideration vis-a-vis conventional methodologies, contrib...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11022288,Mirza Abdul Aleem Baig; Shibo Li,0,,,IEEE Conferences,10.1109/ACAIT63902.2024.11022288,26,,,306,,,False,,,,,8-10 Nov. 2024,2024 8th Asian Conference on [::Artificial::] [::Intelligence::] Technology (ACAIT),2024,IEEE,297,AI-powered Human-on-Chip: Redefining Biomedical Frontiers,
"[::Artificial::] [::intelligence::] (AI) systems have transformed data processing, but they raise serious privacy concerns about data leakage and the unauthorized exposure of sensitive personal information. As AI models are increasingly deployed across various industries to process and analyze personal data, understanding the role of Data Leakage Prevention (DLP) tools in securing AI applications ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11077549,Sunil Arora; Vishwas Manral; Dupali S; Parthasarathi Chakraborty,0,,,IEEE Conferences,10.1109/AIRC64931.2025.11077549,77,,,273,,,False,,,,,7-9 May 2025,"2025 6th International Conference on [::Artificial::] [::Intelligence::], Robotics and Control (AIRC)",2025,IEEE,269,"AI, Privacy, and Data Leakage: A Study of Current DLP Shortcomings",
"Undoubtedly, the evolution of [::Generative::] AI (GenAI) models has been the highlight of digital transformation in the year 2022. As the different GenAI models like ChatGPT and Google Bard continue to foster their complexity and capability, it’s critical to understand its consequences from a cybersecurity perspective. Several instances recently have demonstrated the use of GenAI tools in both th...","{'type': 'open-access', 'message': 'Open Access'}",10198233,Maanak Gupta; Charankumar Akiri; Kshitiz Aryal; Eli Parker; Lopamudra Praharaj,0,,,IEEE Journals,10.1109/ACCESS.2023.3300381,121516,,,80245,,,False,,,,,2023,IEEE Access,2023,IEEE,80218,From ChatGPT to ThreatGPT: Impact of Generative AI in Cybersecurity and Privacy,11
"This research work presents a groundbreaking approach at the intersection of neuroscience and [::generative::] [::Artificial::] [::Intelligence::] (AI), focusing on the application of neuroscience techniques to neural networks, specifically Large Language Models (LLMs). Central to this study is the concept of ‘neural cluster knockout’ in LLMs, a method inspired by lesion studies in neuroscience in...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10511242,Pranav Arvind Bhile; Pattie Maes,0,,,IEEE Conferences,10.1109/ICICV62344.2024.00045,250,,,259,,,False,,,,,11-12 March 2024,2024 5th International Conference on Intelligent Communication Technologies and Virtual Mobile Networks (ICICV),2024,IEEE,253,Understanding Structure Of LLM using Neural Cluster Knockout,
"The accurate detection and analysis of chemicals have become increasingly important for security and environmental monitoring with the integration of [::artificial::] [::intelligence::] (AI) methods gaining traction. However, the scarcity of certain chemicals poses significant challenges to the AI learning process. This paper presents a comprehensive AI approach and strategic direction for generat...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10463452,Namkyung Yoon; Hwangnam Kim,0,,,IEEE Conferences,10.1109/ICAIIC60209.2024.10463452,173,,,831,,,False,,,,,19-22 Feb. 2024,2024 International Conference on [::Artificial::] [::Intelligence::] in Information and Communication (ICAIIC),2024,IEEE,826,Pioneering AI in Chemical Data: New Frontline With GC- MS Generation,
"The rapid advancement of [::artificial::] [::intelligence::] (AI) has brought about significant societal changes, necessitating robust AI governance frameworks. This study analyzed the research trends in AI governance within the framework of the European Union [::Artificial::] [::Intelligence::] Act (EU AI Act). This study conducted a bibliometric analysis to examine the publications indexed in th...","{'type': 'open-access', 'message': 'Open Access'}",11123168,Byeong-Je Kim; Seunghoo Jeong; Bong-Kyung Cho; Ji-Bum Chung,0,,,IEEE Journals,10.1109/ACCESS.2025.3598023,471,,,144142,,,False,,,,,2025,IEEE Access,2025,IEEE,144126,AI Governance in the Context of the EU AI Act,13
"As [::artificial::] [::intelligence::] (AI) advances, it is essential to continuously comprehend its limitations to optimise the integration of AI into autonomous systems that empower humans. The first objective of this study is to highlight the key capabilities of both humans and AI, focusing on the differences and identifying limitations of AI from the literature. Through discrepancy analysis, t...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10928174,Mahayaudin M. Mansor; Nurain Ibrahim; Noor Fadhilah Ahmad Radi; Nadirah Abdul Rahim; Syarul Heiry Yahaya; Mohd Aftar Abu Bakar; Roslinazairimah Zakaria,0,,,IEEE Conferences,10.1109/ICOCO62848.2024.10928174,35,,,490,,,False,,,,,12-14 Dec. 2024,2024 IEEE International Conference on Computing (ICOCO),2024,IEEE,485,Discrepancy and Thematic Bibliometric Analyses of the Remaining Limitations in Artificial Intelligence,
"AI, machine learning (ML) and [::generative::] AI (GenAI) platforms and tools provide an opportunity for smaller companies to solve business problems the same way large companies do—expect faster and cheaper. Gig workers, start-ups and small companies are in a strong position to exploit AI/ML/GenAI for competitive advantage—in many cases stronger positions than larger companies. C-suites in all-si...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10893883,Stephen J. Andriole,0,,,IEEE Magazines,10.1109/MITP.2025.3529859,235,,,13,,,False,,,1,,Jan.-Feb. 2025,IT Professional,2025,IEEE,11,"Artificial Intelligence Adoption Is Easy for Gigs, Start-Ups and Small Companies—But Not Mid-Sized and Large Enterprises",27
"This study conducts a bibliometric analysis on 4,262 works published under the title “[::Generative::] [::Artificial::] [::Intelligence::]-GAI” between 2020 and 2024, sourced from Web of Science (WoS). The analysis covers keyword clouds, the most frequently used terms in article titles, types of publications, fields with the highest volume of publications. The research on GAI, a rapidly growing su...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10773519,Betül Ersöz; Şeref Sağıroğlu; Halil İbrahim Bülbül,0,,,IEEE Conferences,10.1109/UBMK63289.2024.10773519,78,,,6,,,False,,,,,26-28 Oct. 2024,2024 9th International Conference on Computer Science and Engineering (UBMK),2024,IEEE,1,Generative Artificial Intelligence Opportunities and Threats: Bibliometric Analysis,
"One of the most innovative ways to identify liver cancer is using deep learning. In medical image analysis, Convolutional Neural Networks (CNNs) reliably detect potential tumors in CT, MRI, and ultrasonography. The potential for improved patient outcomes and early detection is great with this research. The use of recurrent neural networks (RNNs) to interpret time-series data, including blood tests...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11134175,Kommu Venkata Pawan; Manpreet Singh,0,,,IEEE Conferences,10.1109/CISCT62494.2024.11134175,10,,,6,,,False,,,,,27-28 Dec. 2024,2024 4th International Conference on Innovative Sustainable Computational Technologies (CISCT),2024,IEEE,1,Liver Cancer Detection: A Review of Artificial Intelligence Techniques,
"Internet of Things (IoT) is an important technology employed in a variety of different applications, such as transportation, healthcare, and manufacturing. In recent years, the number of IoT devices deployed globally has been increasing at a rapid pace and is estimated to reach 20 billion by the end of 2025. In modern industry, IoT plays a pivotal role by monitoring the condition of industrial mac...","{'type': 'open-access', 'message': 'Open Access'}",10591982,Kamran Sattar Awaisi; Qiang Ye; Srinivas Sampalli,0,,,IEEE Journals,10.1109/ACCESS.2024.3426279,5195,,,96996,,,False,,,,,2024,IEEE Access,2024,IEEE,96946,"A Survey of Industrial AIoT: Opportunities, Challenges, and Directions",12
"In current trends, poetry is a creative expression of thoughts and emotions which manifesting as sequences of words to express ideas in an imaginative style for Automatic generation of poetry. Natural Language Generation (NLG) and [::generative::] [::Artificial::] [::Intelligence::] (AI) generally create a new poem. But the [::generative::] AI has lack of poem originality, has limited content whic...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10939868,Yongchen Hu,0,,,IEEE Conferences,10.1109/ICDSCNC62492.2024.10939868,69,,,5,,,False,,,,,20-21 Sept. 2024,"2024 International Conference on Distributed Systems, Computer Networks and Cybersecurity (ICDSCNC)",2024,IEEE,1,An Automatic Generation of Poetry using Generative Pre-Trained Transformer with Fine Tuning,
"Summary Modern science and technology have realized some of the mythological concepts through recent advancements. This chapter introduces the readers to those advancements, including the Turing test, machine learning, expert systems, and [::generative::] [::artificial::] [::intelligence::] (AI). Turing&#39;s test proposed that a human evaluator assess dialogues between a human and a machine that w...","{'type': 'locked', 'message': 'Full text access may be available.'}",10950937,Shiv Singh,0,,,Wiley Books,,0,,,21,,,False,,,,,,Marketing with AI For Dummies,2025,Wiley,7,A Brief History of AI,
"With the rapid development and integration of [::artificial::] [::intelligence::] (AI) methods in next-generation networks (NextG), AI algorithms have provided significant advantages for NextG in terms of frequency spectrum usage, bandwidth, latency, and security. A key feature of NextG is the integration of AI, i.e., self-learning architecture based on self-supervised algorithms, to improve the p...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10056645,Murat Kuzlu; Ferhat Ozgur Catak; Salih Sarp; Umit Cali; Oezguer Gueler,0,,,IEEE Conferences,10.1109/FNWF55208.2022.00025,293,,,97,,,False,,,,,10-14 Oct. 2022,2022 IEEE Future Networks World Forum (FNWF),2022,IEEE,94,A Streamlit-based Artificial Intelligence Trust Platform for Next-Generation Wireless Networks,
"The role of [::artificial::] [::intelligence::] (AI) in military decision-making is becoming increasingly important, and it can enhance efficiency and accuracy while strengthening safety. This study analyzes the potential application of military AI and the major challenges that arise from it and suggests solutions and policy considerations. AI has potential applications in various fields such as r...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11154481,Ji Hee Nam; Hun-Yeong Kwon,0,,,IEEE Conferences,10.1109/SERA65747.2025.11154481,10,,,475,,,False,,,,,29-31 May 2025,"2025 IEEE/ACIS 23rd International Conference on Software Engineering Research, Management and Applications (SERA)",2025,IEEE,472,The Necessity and Development Direction of Military AI Utilization,
"How to address the increasing number of network security threats and attacks? Traditional manual defense methods are no longer able to cope with them. This article provides an overview of the automated defense technology of [::artificial::] [::intelligence::] (AI) in network security. This article introduces the application fields of AI in network security, including intrusion detection and preven...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10548425,Wanqi Ye; Lei Zhou; Jiayong Mo; Zifeng Zeng,0,,,IEEE Conferences,10.1109/ICDCECE60827.2024.10548425,119,,,4,,,False,,,,,26-27 April 2024,2024 Third International Conference on Distributed Computing and Electrical Circuits and Electronics (ICDCECE),2024,IEEE,1,Exploring Automated Defense Technology of Artificial Intelligence in Network Security,
"Phishing threats pose significant risks to online trading systems, threatening the security and integrity of financial transactions. In this paper, we present a comprehensive review of phishing threats and data securityin online trading systems, focusing on the application of [::artificial::] [::intelligence::] (AI) techniques for detection and prevention. We discuss the evolving landscape of onli...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10690690,Murugun S; Sheikh Haniah; Shambhavi M Koti; Saurav Sahani; Shekhar S N,0,,,IEEE Conferences,10.1109/ICAIT61638.2024.10690690,200,,,6,,,False,,,,,24-27 July 2024,2024 Second International Conference on Advances in Information Technology (ICAIT),2024,IEEE,1,A Review on Phishing Threats and Data Securityin Online Trading Systems using Artificial Intelligence Techniques,1
"The convergence of [::artificial::] [::intelligence::] (AI) and game theory presents intriguing research and application opportunities. This overview explores the fundamental concepts of game theory and its influence on AI systems and techniques. Various AI applications of game theory are examined, including mechanism design, auctions, adversarial machine learning, reinforcement learning, and mult...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10911263,Rachna Rathore; Pranay Sharma; Umesh Chandra Sharma; Abhinash Jenasamanta; S. Shilpa; Praveen Kumar Sahu,0,,,IEEE Conferences,10.1109/AECE62803.2024.10911263,225,,,260,,,False,,,,,22-23 Nov. 2024,2024 4th International Conference on Advancement in Electronics & Communication Engineering (AECE),2024,IEEE,255,Game Theory Applications in AI,
"In order to further improve the artistic style transfer effect of traditional painting, this paper proposes an artistic style transfer method of Chinese painting based on [::generative::] adversarial network. Where, the cyclic [::generative::] adversarial network (CycleGAN) is selected as the basic style transfer algorithm, and the loss function in the network is improved, so as to further enhance...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10528637,Weiqi Wang; Yi Huang; Han Miao,0,,,IEEE Conferences,10.1109/ACAIT60137.2023.10528637,70,,,991,,,False,,,,,10-12 Nov. 2023,2023 7th Asian Conference on [::Artificial::] [::Intelligence::] Technology (ACAIT),2023,IEEE,986,Research on Artistic Style Transfer of Chinese Painting Based on Generative Adversarial Network,
Traditional machine learning algorithms have paved the way for more sophisticated models mainly in the field of Gen AI. This review compares how Gen AI is used in recommendation systems to traditional AI methods and the application of both in various fields. [::Generative::] AI has transformed the systems for recommendation by correcting the flaws of conventional machine learning approaches. This ...,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11011809,Shivaani V P; Muthupandi G; S. Pavithra,0,,,IEEE Conferences,10.1109/ICDSAAI65575.2025.11011809,85,,,5,,,False,,,,,28-29 March 2025,"2025 International Conference on Data Science, Agents & [::Artificial::] [::Intelligence::] (ICDSAAI)",2025,IEEE,1,A Review of Generative AI in Recommendation Systems,
"Emotional Voice Conversion (EVC) focuses on altering the emotional attributes of speech, while maintaining the linguistic content and speaker identity. [::Generative::] adversarial networks (GANs) are capable of facilitating emotional voice conversion using non-parallel corpora. However, existing models still encounter issues such as insufficient separation of emotional features or the absence of ...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",11212710,Mingyue Liu,0,,,IEEE Conferences,10.1109/IoTAIMA66468.2025.11212710,0,,,4,,,False,,,,,22-24 Aug. 2025,"2025 6th International Conference on Internet of Things, [::Artificial::] [::Intelligence::] and Mechanical Automation (IoTAIMA)",2025,IEEE,1,Generative Adversarial Emotional Voice Conversion with High Generalization Capability,
"Machine Learning (ML) algorithms, as the core technology in [::Artificial::] [::Intelligence::] (AI) applications, such as self-driving vehicles, make important decisions by performing a variety of data classification or prediction tasks. Attacks on data or algorithms in AI applications can lead to misclassification or misprediction, which can fail the applications. For each dataset separately, th...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",8718231,Koosha Sadeghi; Ayan Banerjee; Sandeep K. S. Gupta,0,,,IEEE Conferences,10.1109/AITest.2019.00012,385,,,118,,,False,,,,,4-9 April 2019,2019 IEEE International Conference On [::Artificial::] [::Intelligence::] Testing (AITest),2019,IEEE,111,An Analytical Framework for Security-Tuning of Artificial Intelligence Applications Under Attack,
"This qualitative research article explores the impact of [::Artificial::] [::Intelligence::] (AI) on enhancing academic performance in engineering courses, focusing on adaptive learning systems. The study highlights the evolution of digital technologies in education, emphasizing the applicability of AI in personalizing and adapting learning. Analyzing the integration of AI in engineering education...","{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",10500580,Edesio Marcos Slomp; Douglas Ropelato; Cristiane Bonatti; Marily Dilamar da Silva,0,,,IEEE Conferences,10.1109/EDUNINE60625.2024.10500580,347,,,6,,,False,,,,,10-13 March 2024,2024 IEEE World Engineering Education Conference (EDUNINE),2024,IEEE,1,Adaptive Learning in Engineering Courses: How Artificial Intelligence (AI) Can Improve Academic Outcomes,
