article_id,title,subtitle,abstract,authors,publication_title,publication_year,publication_date,doi,isbn,issn,document_type,publisher,language,volume,issue,page_start,page_end,page_count,keywords,pdf_url,stable_url,access_type,is_open_access,peer_reviewed,citation_count,conference_location,source_databases,original_indices
9745251,Artificial Computed Tomography Images with Progressively Growing Generative Adversarial Network,,"Applications of [::artificial::] [::intelligence::] in medical imaging include classification, segmentation, and treatment planning. Using current deep-learning techniques, developing these systems requires large amounts of labelled training data. Obtaining this data is challenging due to costs, required expertise, inconsistency of imaging procedures and formatting, and patient privacy concerns. [...",Fawad Asadi; Jamie A. O’Reilly,2021 13th Biomedical Engineering International Conference (BMEiCON),2021,19-21 Nov. 2021,10.1109/BMEiCON53485.2021.9745251,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,413@ieee
10841633,Artificial Intelligence in Product Management: Enhancing User Experience Personalization through GenAI,,"In today’s digital age, personalized customer experiences are crucial for businesses to thrive. Traditional methods of customer experience personalization often rely on static models that struggle to adapt to dynamic consumer behaviors and preferences. This research study proposes a novel dynamic integrated model that leverages [::Generative::] AI to continuously update and refine customer experie...",Pankaj Pilaniwala,"2024 3rd International Conference on Automation, Computing and Renewable Systems (ICACRS)",2024,4-6 Dec. 2024,10.1109/ICACRS62842.2024.10841633,,,IEEE Conferences,IEEE,,,,1135,1140,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,414@ieee
10948005,The Legal Paradigm of Generative AI in Malaysia and India: Problems and Prospects,,"The utilization of [::Generative::] AI (GEN AI) has experienced a substantial increase because of investments and a variety of applications in various sectors. In 2023, the aggregate investment in [::generative::] AI exceeded $10 billion. Additionally, AI is a highly prevalent technology in China, with 83% of its companies significantly relying on it. Subsequently, India accounts for 73% of Gen AI...",Saslina Kamaruddin; Niteesh Kumar Uphaday; Hayyum Suleikha Selamat; Nadia Nabila Mohd Saufi; Wan Rosalili Wan Rosli; Ani Munirah Mohamad,2024 International Conference on [::Artificial::] [::Intelligence::] and Emerging Technology (Global AI Summit),2024,4-6 Sept. 2024,10.1109/GlobalAISummit62156.2024.10948005,,,IEEE Conferences,IEEE,,,,413,417,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,415@ieee
10947002,Responsible AI Framework for Autonomous Vehicles: Addressing Bias and Fairness Risks,,"Autonomous Vehicles (AVs) hold immense potential to revolutionize transportation, yet their deployment raises significant concerns regarding safety, security, and ethical considerations. Furthermore, the increased use of automation, edge computing, and [::Artificial::] [::Intelligence::] (AI), fueled by [::generative::] AI technology, has increasingly elevated the risks of AI. Most of the existing...",Abhinav Tiwari; Hany E. Z. Farag,IEEE Access,2025,2025,10.1109/ACCESS.2025.3556781,,,IEEE Journals,IEEE,,13,,58800,58822,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,416@ieee
11189332,Generative AI Driven College English Multimodal Teaching Based on BERT Optimization: An Empirical Study on Interactive Participation and Learning Outcomes in Digital Twin Classrooms,,"The traditional college English teaching model has the problems of insufficient classroom interaction and limited personalized feedback, which makes it difficult to meet the personalized learning needs of students. To this end, this paper proposes a multimodal teaching framework based on BERToptimized [::generative::] AI and digital twin classrooms. By enhancing language comprehension ability thro...",Xiaoli Yang,2025 International Conference on [::Artificial::] [::Intelligence::] and Digital Ethics (ICAIDE),2025,29-31 May 2025,10.1109/ICAIDE65466.2025.11189332,,,IEEE Conferences,IEEE,,,,513,516,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,417@ieee
10349394,Capabilities of Distributed Artificial Intelligence in Medicine,,Blockchain and [::artificial::] [::intelligence::] (AI) are two of the most disruptive modern technologies. A blockchain is a distributed ledger capable of storing data in blocks. The data stored on a blockchain is immutable and secured with cryptography. The blockchain can guarantee data security without the involvement of a third party. The integration of it with AI to create distributed [::arti...,Sophiya Rumovskaya; Andrey Litvin,"2023 5th International Conference on Control Systems, Mathematical Modeling, Automation and Energy Efficiency (SUMMA)",2023,8-10 Nov. 2023,10.1109/SUMMA60232.2023.10349394,,,IEEE Conferences,IEEE,,,,424,429,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,418@ieee
11158487,A Study on the Competency Factors of Open University Teachers in Generative Artificial Intelligence Applications,,"The use of [::generative::] [::artificial::] [::intelligence::] by open university teachers directly influences the direction, speed, and quality of development in open education in the intelligent era. Identifying and comprehending the important aspects influencing instructors&#39; [::generative::] AI application skill is a necessary prerequisite for encouraging the innovative development of open edu...",Qing Liu; Zhihui Wei; Yongzhong Zhang; Leilei Chen; Cuiping Zhou,2025 5th International Conference on [::Artificial::] [::Intelligence::] and Education (ICAIE),2025,14-16 May 2025,10.1109/ICAIE64856.2025.11158487,,,IEEE Conferences,IEEE,,,,653,660,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,419@ieee
10708721,Optimizing Generative AI Integration in Higher Education: A Framework for Enhanced Student Engagement and Learning Outcomes,,"As higher education institutions adapt to changing teaching and learning, [::Generative::] [::Artificial::] [::Intelligence::] (AI) technologies may boost student engagement and learning outcomes. This study aims to help higher education institutions determine the best ways to integrate [::Generative::] AI, an urgent issue. A thorough analysis of [::Generative::] AI integration and its different e...",Sadia Riaz; Arif Mushtaq,2024 Advances in Science and Engineering Technology International Conferences (ASET),2024,3-5 June 2024,10.1109/ASET60340.2024.10708721,,,IEEE Conferences,IEEE,,,,1,6,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,420@ieee
11013415,"AI Integration in Interior Design Learning Promoting Creativity, Effectiveness and Sustainability",,"[::Artificial::] [::Intelligence::] (AI) as an element within the interior design curriculum is changing how students think about creativity, thinking, and design process. [::Generative::] algorithms, virtual environments, and real- time data acquirement provide profound improvements to conceive new design ideas and their practical applicability, spatial requirements, and concerns such as sustaina...",Mona Ansari,2025 1st International Conference on Computational [::Intelligence::] Approaches and Applications (ICCIAA),2025,28-30 April 2025,10.1109/ICCIAA65327.2025.11013415,,,IEEE Conferences,IEEE,,,,1,7,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,421@ieee
10826083,Ourmuse: Plot-Specific AI Music Generation for Video Advertising,,"The integration of music and video is a pivotal aspect of creating impactful advertisements. This study explores the application of [::Artificial::] [::Intelligence::] (AI) in generating music tailored for video advertisements through a system we developed, named Ourmuse. By leveraging advanced [::Generative::] AI models, Ourmuse aims to enhance the synchronization between music and video content....",Hyeseong Park; Myung Won Raymond Jung; Sanjarbek Rakhmonov; Sngon Kim,2024 IEEE International Conference on Big Data (BigData),2024,15-18 Dec. 2024,10.1109/BigData62323.2024.10826083,,,IEEE Conferences,IEEE,,,,3200,3203,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,422@ieee
10980871,XAI-PSSGAN: Perception-Enhanced Spectrum Shift Generative Adversarial Network with Explainable AI System for NIR-II Fluorescence Molecular Imaging,,"Fluorescence imaging in the second near-infrared window (NIR-II) facilitates the real-time optical contrast for in vivo biomedical imaging. However, the detection noise is an inevitable byproduct of the real-time imaging process. Additionally, fluorescent probes currently approved for clinical use remain limited within the wavelength of NIR-IIa (1000–1300 nm). NIR-IIb (1500–1700 nm) imaging has th...",Lidan Fu; Binchun Lu; Lingbing Li; Xiaojing Shi; Jie Tian; Zhenhua Hu,2025 IEEE 22nd International Symposium on Biomedical Imaging (ISBI),2025,14-17 April 2025,10.1109/ISBI60581.2025.10980871,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,423@ieee
10454942,The Fusion of AI and Music Generation: A Comprehensive Review,,"The integration of [::artificial::] [::intelligence::] (AI) and music generation has revolutionized the field of musical composition, ushering in a new era of creative possibilities. This comprehensive review explores two groundbreaking studies that illustrate the profound impact of AI in music: AI-driven music remixing and AI-generated music composition. The first approach employs state-of-the-ar...",Mohammad Agwan; Milind Nemade; Spandan Roy; Utkarsh Sinha,2023 6th International Conference on Advances in Science and Technology (ICAST),2023,8-9 Dec. 2023,10.1109/ICAST59062.2023.10454942,,,IEEE Conferences,IEEE,,,,90,94,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,424@ieee
10521640,"Advancements in Generative AI: A Comprehensive Review of GANs, GPT, Autoencoders, Diffusion Model, and Transformers",,"The launch of ChatGPT in 2022 garnered global attention, marking a significant milestone in the [::Generative::] [::Artificial::] [::Intelligence::] (GAI) field. While GAI has been in effect for the past decade, the introduction of ChatGPT sparked a new wave of research and innovation in the [::Artificial::] [::Intelligence::] (AI) domain. This surge has led to the development and release of numer...",Staphord Bengesi; Hoda El-Sayed; MD Kamruzzaman Sarker; Yao Houkpati; John Irungu; Timothy Oladunni,IEEE Access,2024,2024,10.1109/ACCESS.2024.3397775,,,IEEE Journals,IEEE,,12,,69812,69837,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,425@ieee
11050616,"Trust, Support, and Adoption Intentions Towards Generative AI are Context Dependent",,"With the prevalence of generational [::artificial::] [::intelligence::] (AI) in everyday life, there has been a recent increase in research on individuals&#39; perceptions and attitudes towards generational AI. However, with the breadth of use cases and applications made available with the advancements in large language models (LLMs), there are increasing signs that attitudes towards LLM-based [::gene...",Kongmeng Liew; Xiaoli Wu; Zhouqing Zhang,2025 IEEE Conference on [::Artificial::] [::Intelligence::] (CAI),2025,5-7 May 2025,10.1109/CAI64502.2025.00051,,,IEEE Conferences,IEEE,,,,1,6,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,426@ieee
9622204,Artificial intelligence for satellite communication: A review,,"Satellite communication offers the prospect of service continuity over uncovered and under-covered areas, service ubiquity, and service scalability. However, several challenges must first be addressed to realize these benefits, as the resource management, network control, network security, spectrum management, and energy usage of satellite networks are more challenging than that of terrestrial net...",Fares Fourati; Mohamed-Slim Alouini,Intelligent and Converged Networks,2021,Sept. 2021,10.23919/ICN.2021.0015,,,TUP Journals,TUP,,2,3.0,213,243,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,427@ieee
9539878,Artificial Intelligence and the Carousel of Soft Law,,"The impulse of so many organizations across nearly every sector of society to promulgate principles in response to the ascendance of [::artificial::] [::intelligence::] is understandable and predictable. There is some utility in public commitments to universal values in the context of AI, and common principles can lay a foundation for societal change. But ultimately what is missing is not knowledg...",Ryan Calo,IEEE Transactions on Technology and Society,2021,Dec. 2021,10.1109/TTS.2021.3113288,,,IEEE Journals,IEEE,,2,4.0,171,174,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,428@ieee
10594415,Artificial Intelligence System Based on Visual Communication Using Convolutional Auto-Encoder and Convolutional Neural Network,,"The development of intelligent technology had specific impact and enabled virtuality-reality interaction in field of education. Specifically, the Digital Twins (DT) symbiosis of virtual reality, real-time interaction, and solid virtual simulation. Also, it is an extended application to the education field. This research optimizes Visual Communication (Viscom) course design based on [::Artificial::...",Xunmiao Ruan,2024 Second International Conference on Data Science and Information System (ICDSIS),2024,17-18 May 2024,10.1109/ICDSIS61070.2024.10594415,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,429@ieee
10496980,Generation Z and Artificial Intelligence Tools on Their Investment Decisions,,"[::Artificial::] [::Intelligence::] (AI) has transformed the world into a smart friendly laboratory lowering the investment barriers by inviting talent people with limited financial background and using [::generative::] AI tools to experience a relatively long-term investment plan. In recent years, banking sectors has experienced international investment on [::generative::] AI ([::Artificial::] In...",Echo Huang; Yu-Chia Ke; Yung-Yu Huang,2023 5th International Workshop on [::Artificial::] [::Intelligence::] and Education (WAIE),2023,28-30 Sept. 2023,10.1109/WAIE60568.2023.00035,,,IEEE Conferences,IEEE,,,,151,155,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,430@ieee
10989156,Artificial Intelligence Algorithm Assisted Automatic Detection and Feedback Mechanism for University English Translation Errors,,"In the context of the rapid development of the global economy and the continuous innovation of the Internet industry, English translation services play an increasingly critical role in global trade and cultural exchanges. It connects the world like a link. Under this trend, the rise of [::artificial::] [::intelligence::] (AI) technology is leading the education sector through a profound transforma...",Caiyun Yu,"2025 International Conference on Digital Analysis and Processing, Intelligent Computation (DAPIC)",2025,26-28 Feb. 2025,10.1109/DAPIC66097.2025.00106,,,IEEE Conferences,IEEE,,,,541,545,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,431@ieee
10936759,"Integration of advanced Artificial Intelligence in Supply Chain Management, its Challenges and Opportunities",,"Integrating [::Artificial::] [::Intelligence::] (AI) into Supply Chain Management (SCM) is transforming the industry by enabling smarter, faster, and more adaptable operations. Key applications include predictive analytics for demand forecasting, real-time inventory tracking, and optimization of logistics and distribution. AI-driven SCM leverages machine learning algorithms, computer vision, and n...",Shifat Shima Akter; Mohammad Omair Khan; Kiramat Ullah; Md Ariful Islam Mozumder; Yongsun Choi; Hee-Cheol Kim,2025 27th International Conference on Advanced Communications Technology (ICACT),2025,16-19 Feb. 2025,10.23919/ICACT63878.2025.10936759,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,432@ieee
10988218,American Sign Language Recognition Application,,"Through the applications of [::artificial::] [::intelligence::] (AI), the American Sign Language Recognition System (ASLRS)helps the hard of hearing by translating ASL gestures into voice or text. Due of the complexity of ASL&#39;s numerous hand shapes, motions, and expressions, the research employs deep learning techniques such as CNNs for gesture detection and [::Generative::] AI for contextual comp...",Avishkar S. Karche; Avadhoot V. Kamble; Krupa A. Maru; Sumedh S. Kedari; Dikshendra D. Sarpate,2025 International Conference on Emerging Smart Computing and Informatics (ESCI),2025,5-7 March 2025,10.1109/ESCI63694.2025.10988218,,,IEEE Conferences,IEEE,,,,1,6,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,433@ieee
10796022,Realtime AI Driven Environment Development for Virtual Metaverse,,"The integration of [::Artificial::] [::Intelligence::] (AI) into the development of Metaverse environments denotes a noteworthy shift towards crafting virtual spaces with improved interactivity, immersion, and realism. This study looks to delve into the various roles AI plays in using 3D models, enriching experiences in virtual and augmented reality, to create scalable, dynamic virtual environment...",Ahren Hart; Muhammad Zeeshan Shakir,"2024 IEEE International Conference on Metrology for eXtended Reality, [::Artificial::] [::Intelligence::] and Neural Engineering (MetroXRAINE)",2024,21-23 Oct. 2024,10.1109/MetroXRAINE62247.2024.10796022,,,IEEE Conferences,IEEE,,,,313,318,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,434@ieee
10948966,38 The Rise of the AI Whisperers: New Jobs in the Age of Generative AI,,"This comprehensive book dives deep into the current landscape of AI, exploring its fundamental principles, development challenges, potential risks, and the cutting-edge breakthroughs that are propelling it forward. [::Artificial::] [::intelligence::] (AI) is rapidly transforming industries and societies worldwide through groundbreaking innovations and real-world applications. Starting with the cor...",Ahmed Banafa,[::Artificial::] [::Intelligence::] in Action: Real-World Applications and Innovations,2025,,,,,River Publishers Books,River Publishers,,,,245,252,,,,,"{'type': 'locked', 'message': 'Full text access may be available.'}",False,,0,,ieee,435@ieee
11166515,AI-Driven Innovation in Film Set Design: Toward Automated and Immersive Virtual Production,,"This paper examines the revolutionary role of [::Artificial::] [::Intelligence::] (AI) in modern film production design with specific reference to ways through which it can be employed for automating scene creation, facilitating previsualization, and simplifying digital scenography operations. A conceptual framework is outlined for automating scene construction and virtual set visualization throug...",Riham Hilal,"2025 International Conference on [::Artificial::] [::Intelligence::], Computer, Data Sciences and Applications (ACDSA)",2025,7-9 Aug. 2025,10.1109/ACDSA65407.2025.11166515,,,IEEE Conferences,IEEE,,,,1,7,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,436@ieee
10572350,"Where Deep Learning and Generative AI Started: Masterminds of Artificial Neural Networks—McCulloch, Pitts, and Rosenblatt",,"Deep learning and [::generative::] [::artificial::] [::intelligence::] originated in 1943, which preceded our age of digital computers. These origins focused on understanding the functioning of the brain and creating an [::artificial::] model of it. The three masterminds who initiated this now very important strand of IT technology are highlighted and the elements of their inventions are outlined.",George Strawn,IT Professional,2024,May-June 2024,10.1109/MITP.2024.3404229,,,IEEE Magazines,IEEE,,26,3.0,99,101,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,437@ieee
11101406,The Influence of Generative AI on Student Performance in Higher Education,,"The influence of [::generative::] AI, such as ChatGPT, on student performance remains a subject of ongoing debate. While some studies explain its role in enhancing learning experiences, others warn of potential drawbacks, such as reducing critical thinking and academic integrity. This research aims to explore the potential impact of [::generative::] AI on student performance and [::generative::] A...",Marvin; Vincent Salim; Jonathan Hans Immanuel; Henkie Ongowarsito,"2025 IEEE International Conference on Industry 4.0, [::Artificial::] [::Intelligence::], and Communications Technology (IAICT)",2025,3-5 July 2025,10.1109/IAICT65714.2025.11101406,,,IEEE Conferences,IEEE,,,,33,40,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,438@ieee
10837655,Harnessing Generative AI for Educational Gamification: A Framework and Practical Guide for Educators,,"The integration of gamification in educational settings has shown promise in enhancing student engagement and learning outcomes. However, educators often face significant challenges in designing and implementing effective gamification strategies due to lack of expertise, time constraints, and limited resources. This paper introduces a novel framework leveraging [::generative::] [::artificial::] [:...",Yasmine Z. Rosunally,2024 21st International Conference on Information Technology Based Higher Education and Training (ITHET),2024,6-8 Nov. 2024,10.1109/ITHET61869.2024.10837655,,,IEEE Conferences,IEEE,,,,1,8,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,439@ieee
11112244,Generative 6G Network Architecture and Service: From Native AI to Native Network Generative AI,,"Establishing endogenous [::intelligence::] capabilities within telecommunication networks in the form of native [::artificial::] [::intelligence::] (AI) has emerged as a significant topic of research for promoting the prospects of 6th Generation (6G) networks. In the upcoming 6G era, the network is expected to provide services for building and deploying distributed AI applications in the network i...",Wanfei Sun; Hui Xu; Da Wang; Hucheng Wang; Nazlı Güney; Mehmet İzzet Sağlam; Zihui Gan,2025 33rd Signal Processing and Communications Applications Conference (SIU),2025,25-28 June 2025,10.1109/SIU66497.2025.11112244,,,IEEE Conferences,IEEE,,,,1,4,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,440@ieee
10421464,Advances in AI: Employing Deep Generative Models for the Creation of Synthetic Healthcare Datasets to Improve Predictive Analytics,,"In the rapidly evolving domain of healthcare, the availability of large and diverse datasets is paramount for the development and validation of advanced algorithms. However, the acquisition of such data is often hindered by privacy concerns, limited patient cohorts, and the inherent variability in medical conditions. This research delves into the potential of Deep [::Generative::] Models (DGMs) as...",Mridula Gupta,"2023 International Conference on Communication, Security and [::Artificial::] [::Intelligence::] (ICCSAI)",2023,23-25 Nov. 2023,10.1109/ICCSAI59793.2023.10421464,,,IEEE Conferences,IEEE,,,,1026,1030,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,441@ieee
11144604,A Wasserstein Conditional Generative Adversarial Network Algorithm Model Applied to Data Analysis of Demand Response Systems,,"In this paper, an optimization algorithm model based on Wasserstein Conditional [::Generative::] Adversarial Networks (CGAN) is proposed. The Wasserstein distance is used instead of the loss function in the [::generative::] adversarial network to generate the adversarial network. The model not only has the ability of CGAN algorithm to classify and filter data according to the influencing factors, ...",Anying Fu; Fangqin Xu; Xia Gao; Jing Li,2025 2nd International Conference on [::Artificial::] [::Intelligence::] and Digital Technology (ICAIDT),2025,28-30 April 2025,10.1109/ICAIDT66272.2025.00055,,,IEEE Conferences,IEEE,,,,258,263,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,442@ieee
10589404,Decision-Making Framework for the Utilization of Generative Artificial Intelligence in Education: A Case Study of ChatGPT,,"The increasing integration of ChatGPT, a [::Generative::] [::Artificial::] [::Intelligence::] (Gen-AI) model, into educational environments has sparked substantial ethical concerns. This paper addresses the crucial question of whether to impose restrictions or legislate the usage of Gen-AI, with ChatGPT as a pivotal case study. Through systematic literature review and frequency of occurrence analy...",Umar Ali Bukar; Md. Shohel Sayeed; Siti Fatimah Abdul Razak; Sumendra Yogarayan; Radhwan Sneesl,IEEE Access,2024,2024,10.1109/ACCESS.2024.3425172,,,IEEE Journals,IEEE,,12,,95368,95389,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,443@ieee
10042312,A review of artificial intelligence of things,,"The Internet of Things (IoT) has introduced a current and up to date global powered with the aid of networking producing diverse heterogeneous records for a very long time in so many fields and applications. In removing entire facts from those records, advance [::artificial::] [::intelligence::] (AI) technology, particularly deep learning (DL), has shown a success in facilitating records analytics...",A. Conteh; F. Al-Turjman,The International Conference on Forthcoming Networks and Sustainability (FoNeS 2022),2022,3-5 Oct. 2022,10.1049/icp.2022.2559,,,IET Conferences,IET,,2022,,832,837,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,444@ieee
10834562,From Hybrid to AI-First Innovation Management,,"The rise of [::generative::] [::artificial::] [::intelligence::] (AI) in traditionally human domains of creativity signifies a profound development in product innovation management. In this article, we investigate the evolving role of innovation managers, emphasizing a transition from problem solving to sense making and decision making. In addition, we delve into organizational strategies for effe...",Stefan Biel; Alexander Hahn; Volker Bilgram; Helen Rogers,IEEE Engineering Management Review,2025,Oct. 2025,10.1109/EMR.2025.3527744,,,IEEE Journals,IEEE,,53,5.0,58,64,,,,,"{'type': 'open-access', 'message': 'Open Access'}",False,,0,,ieee,445@ieee
11095464,Implementing Artificial Intelligence in a RAD Application in the Field of Industrial Automation,,"In this article, approaches for implementing [::Artificial::] [::Intelligence::] (AI) functionalities into Rapid Application Development (RAD) environments are explored. The study emphasizes the advantages of building PC-based control systems through RAD applications, considering both speed of development and flexibility. Various strategies for integrating [::Generative::] Pretrained Transformers ...",Georgi Mihalev,"2025 17th International Conference on Electronics, Computers and [::Artificial::] [::Intelligence::] (ECAI)",2025,26-27 June 2025,10.1109/ECAI65401.2025.11095464,,,IEEE Conferences,IEEE,,,,1,8,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,446@ieee
11102439,The Role of AI in Shaping Content Marketing Trends Among Millennials: An Empirical Study,,"This paper aims to analyse the extent to which [::artificial::] [::intelligence::] has made its influence on the preference of content marketing among millennials. How predication analytics, automated content generation and AI driven personalization drive the customer engagement and purchase behaviour is what is studied. The research approach that was used was quantitative through survey of 196 mi...",M Janani; V Andal,2025 International Conference on Networks and Cryptology (NETCRYPT),2025,29-31 May 2025,10.1109/NETCRYPT65877.2025.11102439,,,IEEE Conferences,IEEE,,,,402,404,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,447@ieee
10394624,AI4S Based on DeSci: Reference Model and Research Issues,,"The rise of [::Artificial::] [::Intelligence::] for Science (AI4S) has highlighted the importance and urgency of ensuring open-ness, fairness, impartiality, diversity, and sustainability in scientific systems. Existing scientific systems, referred to as Centralized Science (CeSci), are built on centralized organizational structures and top-down institutional frameworks, which are lagging behind th...",Wenwen Ding; Juanjuan Li; Rui Qin; Sangtian Guan; Fei-Yue Wang,"2023 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",2023,1-4 Oct. 2023,10.1109/SMC53992.2023.10394624,,,IEEE Conferences,IEEE,,,,4784,4789,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,448@ieee
10162094,On Generating Synthetic Histopathology Images Using Generative Adversarial Networks,,"Interest has been growing over the past number of years in the application of [::Artificial::] [::Intelligence::] (AI) to aid in cancer diagnosis. However, the requirement for extensive training data to train these AI models presents a significant challenge. This paper proposes a viable solution to this issue by synthesising images to augment the real data in the training dataset. We investigate t...",Seán Carmody; Deepu John,2023 34th Irish Signals and Systems Conference (ISSC),2023,13-14 June 2023,10.1109/ISSC59246.2023.10162094,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,449@ieee
10871702,Exploring the Intersection of Generative AI and Cognitive Science: Insights and Implications,,"The rapid advancements in [::Generative::] [::Artificial::] [::Intelligence::] (AI) have revolutionized domains such as natural language processing, computer vision, and creative content generation. Simultaneously, Cognitive Science seeks to understand the mechanisms of human cognition, including memory, decision-making, and creativity. This paper explores the intersection of these fields, investi...",Napat Sukthong,2024 International Conference on Intelligent Computing and Next Generation Networks (ICNGN),2024,23-25 Nov. 2024,10.1109/ICNGN63705.2024.10871702,,,IEEE Conferences,IEEE,,,,1,5,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,450@ieee
10914568,Predicting Postgraduate Student Engagement Using Artificial Intelligence (AI),,"The increasing number of international students (IS) enrolled in Australian higher education institutions, combined with the widespread adoption of online and hybrid learning, has significant implications for understanding the factors that influence engagement among this diverse student group. Early identification of students with low engagement facilitates academic success, prevents poor outcomes...",Niusha Shafiabady; Tebbin Koo; Fareed Ud Din; Kabir Sattarshetty; Margaret Yen; Mamoun Alazab; Ethar Alsharaydeh,IEEE Transactions on [::Artificial::] [::Intelligence::],2025,Sept. 2025,10.1109/TAI.2025.3548016,,,IEEE Journals,IEEE,,6,9.0,2464,2475,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,451@ieee
10620943,AI-SoS: A Strategic Framework for Integrating Artificial Intelligence in System of Systems,,"In the contemporary engineering landscape, the complexity and interconnectivity of systems have given rise to the concept of Systems of Systems (SoS), wherein multiple independent systems collaborate to achieve a higher-order functionality not possible by any single component system alone. The engineering of SoS, or System of Systems Engineering (SoSE), presents unique challenges that necessitate ...",Bedir Tekinerdogan,2024 19th Annual System of Systems Engineering Conference (SoSE),2024,23-26 June 2024,10.1109/SOSE62659.2024.10620943,,,IEEE Conferences,IEEE,,,,57,64,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,452@ieee
11102485,A Systematic Review on Incorporation of Artificial Intelligence in Precision Healthcare,,"Precision medicine is transforming healthcare in the future owing to [::artificial::] [::intelligence::] (AI), enabling treatment to be personalized in line with a person&#39;s genetic, environmental, and lifestyle characteristics. In this article, AI&#39;s potential to revolutionize clinical decision-making, hasten drug discovery, and boost diagnostic accuracy is explored. Advanced AI technologies such a...",Karnika Dwivedi; Bharti Chugh; Jyoti Chaudhary; Deepak Chandra Joshi; Pankaj Bhatt,2025 International Conference on Networks and Cryptology (NETCRYPT),2025,29-31 May 2025,10.1109/NETCRYPT65877.2025.11102485,,,IEEE Conferences,IEEE,,,,903,907,,,,,"{'type': 'subscribed', 'message': 'Included in Your Digital Subscription'}",False,,0,,ieee,453@ieee
